time/date,accident type,holiday,percipitation,visibility,wind,fog,rain,sun rise,sun set,weekend,workday,t0,t1,t2,t3,actual,predicted,result
9/3/2013 20:00,0.0,0.0,0.0,1.0,0.406572514938,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0109251,0
9/3/2013 22:00,0.0,0.0,0.0,1.0,0.281368821293,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00300021,0
10/3/2013 0:00,0.0,1.0,0.0,1.0,0.374796306355,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0049383,0
10/3/2013 2:00,0.0,1.0,0.0,1.0,0.25040738729,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.00038068,0
10/3/2013 4:00,0.0,1.0,0.0,1.0,0.218631178707,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.00172015,0
10/3/2013 6:00,0.0,1.0,0.0,1.0,0.343834872352,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0537274,1
10/3/2013 8:00,0.0,1.0,0.0,1.0,0.469038565997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00290236,0
10/3/2013 10:00,0.0,1.0,0.0,1.0,0.406572514938,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00026083,0
10/3/2013 12:00,0.0,1.0,0.0,1.0,0.406572514938,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0353552,0
10/3/2013 14:00,0.0,1.0,0.0,1.0,0.406572514938,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0353552,0
10/3/2013 16:00,0.0,1.0,0.0,1.0,0.437533948941,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0360173,0
